Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5932813696001,20.1368079502085,12.2014913549699,2.08965490393935,3.83467885106359,0.270153782497744,1.00940648426682,2.26506662517268,-2.07312044322259,-2.32484588456367,4.24198280379031,-0.146480395348547,-0.728507061177382,5.41726166615236,-5.08748022989613,-5.41198798191346,-0.151921482305937,6.02313296199802,-0.0848791128969566,0.246852819668348,1.40197957743216,-0.224758910607719,-10.5991281698803,-3.88682045338672,3.05578790984498,-1.86510525567148,3.59222312055758,-0.290534420289859,5.12965708792277,1.58786875286513,1.51982143378811,,,,
Africa Eastern and Southern,AFE,,,,,,,,,,,,,,,,,,,,,,1.01235649051486,-2.56136230360524,-2.70518628893237,0.351860938773015,-3.07343163266958,-0.76218256922887,0.908316510495581,1.16732586257984,-0.299011566781232,-2.78121446019685,-2.88370631428747,-5.03267951588883,-3.77533083596052,-0.680730730989836,1.65470516907398,2.82075570804703,0.762305599310523,-0.810511978965039,-0.0088626230533037,0.569977804994565,0.888639936701168,1.33797219331504,0.271500832432196,2.93316431297779,3.5998171539508,3.8983072985783,4.04477787976801,1.80346179661532,-1.74017990278948,2.34062047080745,1.22382779400891,-0.769509278650602,1.50530530791859,1.20325972664031,0.187859711602755,-0.674532556274414,-0.144709797664106,-0.185405595367016,-0.544414098800544,-5.40382044522711,
Afghanistan,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86838029515866,-2.87520316702623,7.20796721836321,2.25331064367975,11.0227871655922,1.59421545820915,18.5154192936617,11.264090568989,-2.68106105621827,8.97486534263294,1.9741656904729,-0.665291050796171,-1.62285718631547,-0.541416195952564,0.0647641950115201,-1.19490038335884,1.53563667424,-4.57503186436271,
Africa Western and Central,AFW,,-0.232405050758828,1.60229912712373,4.99067477982766,3.12467951240916,1.78394727004083,-3.94643127970825,-11.5573205631614,-0.819528482059312,12.8495371424171,15.1636476990222,8.18515220961724,0.666409426290883,1.66296872100176,7.49601916341567,-4.66026081439298,5.75218730282532,1.95334030510341,-4.81570466278968,2.39103962638474,-0.76481155610702,-9.45444593641491,-5.9714909720885,-9.06832971563641,-2.16420881658527,2.69802280665563,-1.32170033705911,-1.28185888286497,2.03422087578231,-0.453004723556276,3.74224052313011,-1.53681071181977,0.0102634700695319,-3.73600798002022,-2.89944085767149,-0.738983912321373,1.88098623861073,1.48756529990692,0.773380332770301,-1.25630081131052,1.00002701856982,2.44493493330229,7.01074123914699,2.73826949690081,5.14978041100807,3.01870395122781,2.53362178777148,2.66786581660811,3.38635670245576,3.3832891759082,4.05656592321655,2.01719927425384,2.31517489112325,3.26088598310315,3.09678416221888,0.0074023590114222,-2.53356229121614,-0.390664943817995,0.241530875100992,0.492953120389345,-3.45397565583164,
Angola,AGO,,,,,,,,,,,,,,,,,,,,,,-7.71027785396241,-3.49038324819773,0.548516268830483,2.28850779793871,-0.107614902760872,-0.670777628829072,0.488466542816624,2.4966296357011,-3.33595391564026,-6.65746725814343,-2.31086799729711,-8.87693119524158,-26.4117713544843,-1.87789751012431,11.3595386650654,9.95278659158234,3.87785809963763,1.36474401726814,-1.08529845116867,-0.267956297993877,0.822138301563214,9.94375774324121,-0.43183389028259,7.18706369608022,11.0307829426052,7.58231872566577,9.89004908967451,7.11684790462024,-2.80859959622148,0.640263325028357,-0.220842987712189,4.7065188600379,1.29199384519865,1.2198806209574,-2.46873730689103,-5.81618754909985,-3.40998337557743,-5.16211179066241,-3.7956079652012,-8.39624119385249,
Albania,ALB,,,,,,,,,,,,,,,,,,,,,,3.64864854696165,0.795840071464511,-1.01680217240626,-3.30749720294655,-0.290595347809159,3.61465554380203,-2.74949637957351,-3.26252233364261,6.9236172837285,-11.1879052985213,-27.5668208371351,-6.62255121373244,10.2299493626077,8.96976165264687,14.0244959282551,9.78017988648602,-10.3611049779492,9.51648444633986,13.6080691249014,7.63002243231912,9.31439714452952,4.85047533129186,5.92421154162319,5.9565695952175,6.06788243348224,6.5729229844884,6.78722894058974,8.32810842081639,4.05313986616314,4.22308382503236,2.82164245514005,1.58487281498216,1.18723435252161,1.98538809417568,2.51682705063622,3.48029321692431,3.89774060579526,4.2763256546607,2.54935857948763,-3.39870846788662,
Andorra,AND,,,,,,,,,,,,-0.654422133124328,2.86394237482419,2.64568364802535,1.02760195313911,-3.35439830586516,-0.196879323040051,-0.258915174652742,-1.46867434615082,-3.06382466640494,-1.29997673761582,-3.95427564956256,-2.93903109213265,-2.56185005221474,-2.62933568634386,-2.00840672138851,-1.02374509759223,1.32384331854595,0.980825124074443,0.79199683579516,-0.133166840624284,-1.35923551979974,-2.86921567205975,-4.42706504168856,-0.397087331634665,0.852320249183208,3.83189583005073,9.14398109777854,3.48117744689822,3.73034616646351,1.91028641179476,4.98225233757914,0.510652936783501,4.04224626820309,3.78188582874981,1.89527131463494,2.06020231362646,-0.518849647046451,-6.88581740186976,-5.9766840451389,-1.96683315898277,0.834867424241708,-3.45153545003302,-1.5688713381525,4.51927941301172,3.02081678005885,4.64621154922207,0.734439351000333,1.57425431733354,1.83306059347608,-12.0882996669955,
Arab World,ARB,,,,,,,,,,,,,,,,,12.1975504611659,4.72112924715108,-3.69705869228493,7.68544957087877,5.68675608466083,0.120149235108642,-11.3068739186247,-9.17582959709156,-1.59664085242159,-4.83559695080648,1.48350037951148,-3.12006575048567,2.96604604448503,-0.721780006025298,8.3862701217069,-0.382410209468503,3.25604030465516,0.431192830060724,0.710278323027083,-0.125966876770633,2.31129600045026,2.0298996330647,2.91232668255235,-0.333396774487412,4.35292763916925,-0.461476990347805,-1.52298207036721,2.47101218876222,6.61456290532824,3.03774181111449,3.60303314736487,2.04373627257685,3.2405201611855,-1.74743224180618,2.33769724443806,1.44376388737871,2.70009562631867,0.725441218537995,0.389027894794452,0.888157831786017,1.15295877026209,-1.00635785647198,0.468786241052925,0.137964422114464,-7.06518187900672,
United Arab Emirates,ARE,,,,,,,,,,,,,,,,,0.154395318524962,5.35067952701831,-13.3860404602886,8.43164646676371,13.2121400563276,-2.6987336942244,-12.1820232275995,-9.68052433618057,-1.2493706051328,-8.68902715204911,-19.6748189208723,-2.49252311589997,-8.21745806286394,5.9187171246771,11.6777689161566,-4.80063554272371,-2.48118749373106,-4.34175105789512,1.24742436850995,1.35494771881514,0.630737901066453,2.83466487200788,-4.76511125165072,-2.3994883205427,4.9091597030279,-3.77890533210494,-2.75030295382335,1.96632118700073,-0.0380101659582976,-7.02036305064239,-4.9166693070077,-11.3456527143693,-10.2086460930316,-15.1512246817973,-5.91493077766168,2.18634402990557,2.25709897595851,4.40993826131566,4.22567716724525,4.50781768694726,1.90520573929507,1.01143077389321,-0.320590314360061,1.93443148259161,-7.2721729746159,
Argentina,ARG,,3.72877851709588,-2.42584315296762,-6.78823959363918,8.43724398819489,8.89680927941254,-2.13647776603487,1.67843470312449,3.28693767970643,8.05027928080592,1.47949440860586,4.00746532181198,0.0058359506333687,1.15692075574981,3.85175778367291,-1.58782938560111,-3.50639094469648,5.34299004669241,-5.91640145293687,8.57769017081557,-0.0296099981834743,-6.66849781956685,-2.3077661380714,2.68198183570003,-0.0518465917889301,-6.69259067380369,4.48432686155165,1.10606452417427,-2.60323622749577,-8.54086201224274,-3.87408535421757,7.61432641480513,6.48763181805525,6.80292690150243,4.50545680141448,-4.03215881088221,4.27458646483123,6.86473336181048,2.68100281607806,-4.4551784591153,-1.87493636731784,-5.44704817261687,-11.8547817184023,7.67653404752819,7.88493750549884,7.72948899640498,6.95553357619964,7.9242108884188,3.02950065191851,-6.85422505520184,9.30012292248985,4.78868313859435,-2.14528444981812,1.26568517537076,-3.57858050983289,1.62966427946263,-3.11006389821465,1.75764818265694,-3.60160975657155,-2.99438788864292,-10.7651077297352,
